0at6231	IV	IV	2285950.5	IV	18485260.5
4at6231	I	V	4625612.5	IV	7156227.0
6at6231	V	V	8010490.0	V	697845.5
7at6231	III	III	7315238.0	III	10453562.0
9at6231	III	III	13506669.0	III	6361079.5
18at6231	I	I	7772171.5	I	9724521.0
19at6231	V	V	15083370.5	V	11885833.0
20at6231	II	II	8091024.5	II	7150570.0
21at6231	V	V	17811742.5	V	8000109.0
22at6231	I	I	17916030.5	I	174570.0
23at6231	III	III	9740402.5	III	5633226.5
25at6231	X	X	17615421.5	X	8561662.5
28at6231	III	III	15055074.0	III	8308132.5
29at6231	V	IV	10232425.5	IV	8601569.0
31at6231	V	V	16825463.5	V	8102112.0
32at6231	X	X	16883996.0	X	7782796.0
35at6231	V	V	8397019.5	V	17239253.0
39at6231	X	X	15826821.0	X	7944913.0
40at6231	V	V	1422408.0	V	9980464.0
43at6231	I	I	17474754.5	I	8936698.5
45at6231	III	III	12041829.5	III	9889877.5
48at6231	I	I	517171.0	I	6527823.0
49at6231	X	X	2796473.5	X	12493533.0
55at6231	III	III	7163892.5	III	10485347.5
57at6231	I	I	8053963.5	I	9662260.5
60at6231	IV	IV	18083958.5	IV	5854012.5
63at6231	IV	IV	9793925.5	IV	10450468.0
67at6231	X	X	1491609.0	X	11670271.5
68at6231	I	I	5529304.5	I	10622106.5
72at6231	III	III	14806640.5	III	7843889.5
74at6231	I	I	14080969.5	I	3158261.5
76at6231	I	I	15038043.5	I	5292105.5
86at6231	X	X	5835933.5	X	11368778.5
90at6231	IV	IV	18012431.5	IV	5758723.5
91at6231	IV	IV	13078607.5	IV	3113807.5
96at6231	IV	IV	12668408.5	IV	9677814.5
97at6231	V	V	11897196.5	V	9025253.0
101at6231	X	X	11026085.5	X	2318474.0
107at6231	II	II	6395954.5	II	8845512.0
112at6231	X	X	6450513.0	X	12995649.0
117at6231	I	I	16937191.5	I	5538462.5
119at6231	unassigned	I	9617689.5	I	1427302.0
121at6231	I	I	476890.0	I	6498991.0
125at6231	V	V	11437333.5	V	6651371.5
127at6231	X	X	16899598.0	X	7768182.5
131at6231	II	II	6505540.0	II	13537565.0
132at6231	III	III	13008482.0	III	6632997.5
137at6231	III	III	297279.5	III	3456228.5
139at6231	X	X	3805097.0	X	10658454.5
144at6231	IV	IV	12170704.5	IV	11851458.5
146at6231	II	II	6376162.5	II	8790364.5
147at6231	X	X	8435884.5	X	14956892.5
149at6231	II	II	7195960.5	II	10658543.5
151at6231	III	III	16140916.0	III	8655301.0
152at6231	II	II	908547.5	II	8498648.0
161at6231	II	II	672430.5	II	12578818.5
165at6231	X	X	9739498.5	X	459029.0
166at6231	III	III	7434093.0	III	16752791.0
170at6231	III	III	11306108.0	III	5995649.5
172at6231	IV	IV	8015412.0	IV	7129895.0
174at6231	III	III	11186884.5	III	7237431.0
175at6231	I	I	1719188.0	I	17579193.5
181at6231	II	II	4814588.5	II	6832239.5
183at6231	III	III	11110108.5	III	7288816.0
184at6231	II	II	10623564.0	II	8440820.0
185at6231	III	III	12778523.0	III	5480432.5
