0at6231	IV	OZ016478.1	6377566.5	OY752136.1	9905978.5
4at6231	I	OZ016475.1	3196096.0	OY752133.1	11334019.5
6at6231	V	OZ016479.1	9345240.5	OY752137.1	20453721.0
7at6231	III	OZ016477.1	565059.0	OY752135.1	412307.0
9at6231	III	OZ016477.1	9661571.5	OY752135.1	14707294.5
18at6231	I	OZ016475.1	10770932.0	OY752133.1	8147705.5
19at6231	V	OZ016479.1	10633322.5	OY752137.1	6393665.5
20at6231	II	OZ016476.1	7421494.5	OY752134.1	7363396.0
21at6231	V	OZ016479.1	13807889.0	OY752137.1	152539.5
22at6231	I	OZ016475.1	613893.5	OY752133.1	10567395.0
23at6231	III	OZ016477.1	314415.0	OY752135.1	2353130.5
25at6231	X	OZ016480.1	83932.0	OY752138.1	11597729.5
28at6231	III	OZ016477.1	1680655.5	OY752135.1	4844409.5
29at6231	V	OZ016479.1	6834960.0	OY752137.1	9158278.0
31at6231	V	OZ016479.1	4466117.5	OY752137.1	14868435.0
32at6231	X	OZ016480.1	8414353.5	OY752138.1	3412756.5
35at6231	V	OZ016479.1	7411865.0	OY752137.1	9816590.5
39at6231	X	OZ016480.1	8158425.0	OY752138.1	13049964.5
40at6231	V	OZ016479.1	8299122.0	OY752137.1	10658494.5
43at6231	I	OZ016475.1	4861739.5	OY752133.1	6929033.0
45at6231	III	OZ016477.1	7940220.0	OY752135.1	8852574.5
48at6231	I	OZ016475.1	382543.5	OY752133.1	10475414.5
49at6231	X	OZ016480.1	7481556.5	OY752138.1	12260143.5
55at6231	III	OZ016477.1	5024914.5	OY752135.1	5562720.5
57at6231	I	OZ016475.1	917824.5	OY752133.1	12024906.0
60at6231	IV	OZ016478.1	6086363.0	OY752136.1	11073203.0
63at6231	IV	OZ016478.1	8655495.5	OY752136.1	129359.0
65at6231	X	OZ016480.1	11498604.0	OY752138.1	18172832.5
67at6231	X	OZ016480.1	6498199.0	OY752138.1	11371109.5
68at6231	I	OZ016475.1	5811384.0	OY752133.1	523447.5
74at6231	I	OZ016475.1	1772115.0	OY752133.1	11221790.5
