0at6231	IV	IV	18485260.5	IV	2285950.5	IV_2	IV_1
6at6231	V	V	697845.5	V	8010490.0	V_1	V_1
7at6231	III	III	10453562.0	III	7315238.0	III_2	III_1
9at6231	III	III	6361079.5	III	13506669.0	III_1	III_2
18at6231	I	I	9724521.0	I	7772171.5	I_2	I_1
19at6231	V	V	11885833.0	V	15083370.5	V_2	V_2
20at6231	II	II	7150570.0	II	8091024.5	II_2	II_2
21at6231	V	V	8000109.0	V	17811742.5	V_1	V_2
22at6231	I	I	174570.0	I	17916030.5	I_1	I_2
23at6231	III	III	5633226.5	III	9740402.5	III_1	III_1
28at6231	III	III	8308132.5	III	15055074.0	III_1	III_2
29at6231	V	IV	8601569.0	IV	10232425.5	IV_2	IV_1
31at6231	V	V	8102112.0	V	16825463.5	V_1	V_2
32at6231	X	X	7782796.0	X	16883996.0	X_1	X_3
35at6231	V	V	17239253.0	V	8397019.5	V_2	V_1
39at6231	X	X	7944913.0	X	15826821.0	X_1	X_2
40at6231	V	V	9980464.0	V	1422408.0	V_2	V_1
43at6231	I	I	8936698.5	I	17474754.5	I_2	I_2
45at6231	III	III	9889877.5	III	12041829.5	III_2	III_2
48at6231	I	I	6527823.0	I	517171.0	I_1	I_1
49at6231	X	X	12493533.0	X	2796473.5	X_2	X_1
55at6231	III	III	10485347.5	III	7163892.5	III_2	III_1
57at6231	I	I	9662260.5	I	8053963.5	I_2	I_1
60at6231	IV	IV	5854012.5	IV	18083958.5	IV_1	IV_3
63at6231	IV	IV	10450468.0	IV	9793925.5	IV_2	IV_1
67at6231	X	X	11670271.5	X	1491609.0	X_2	X_1
68at6231	I	I	10622106.5	I	5529304.5	I_2	I_1
72at6231	III	III	7843889.5	III	14806640.5	III_1	III_2
74at6231	I	I	3158261.5	I	14080969.5	I_1	I_2
76at6231	I	I	5292105.5	I	15038043.5	I_1	I_2
86at6231	X	X	11368778.5	X	5835933.5	X_2	X_1
90at6231	IV	IV	5758723.5	IV	18012431.5	IV_1	IV_3
91at6231	IV	IV	3113807.5	IV	13078607.5	IV_1	IV_2
96at6231	IV	IV	9677814.5	IV	12668408.5	IV_2	IV_2
97at6231	V	V	9025253.0	V	11897196.5	V_2	V_2
101at6231	X	X	2318474.0	X	11026085.5	X_1	X_2
107at6231	II	II	8845512.0	II	6395954.5	II_2	II_1
117at6231	I	I	5538462.5	I	16937191.5	I_1	I_2
119at6231	unassigned	I	1427302.0	I	9617689.5	I_1	I_1
121at6231	I	I	6498991.0	I	476890.0	I_1	I_1
125at6231	V	V	6651371.5	V	11437333.5	V_1	V_2
127at6231	X	X	7768182.5	X	16899598.0	X_1	X_3
131at6231	II	II	13537565.0	II	6505540.0	II_2	II_1
132at6231	III	III	6632997.5	III	13008482.0	III_1	III_2
137at6231	III	III	3456228.5	III	297279.5	III_1	III_1
139at6231	X	X	10658454.5	X	3805097.0	X_2	X_1
144at6231	IV	IV	11851458.5	IV	12170704.5	IV_2	IV_2
146at6231	II	II	8790364.5	II	6376162.5	II_2	II_1
147at6231	X	X	14956892.5	X	8435884.5	X_3	X_1
149at6231	II	II	10658543.5	II	7195960.5	II_2	II_2
151at6231	III	III	8655301.0	III	16140916.0	III_2	III_2
152at6231	II	II	8498648.0	II	908547.5	II_2	II_1
161at6231	II	II	12578818.5	II	672430.5	II_2	II_1
165at6231	X	X	459029.0	X	9739498.5	X_1	X_2
166at6231	III	III	16752791.0	III	7434093.0	III_2	III_1
170at6231	III	III	5995649.5	III	11306108.0	III_1	III_2
174at6231	III	III	7237431.0	III	11186884.5	III_1	III_2
175at6231	I	I	17579193.5	I	1719188.0	I_2	I_1
181at6231	II	II	6832239.5	II	4814588.5	II_2	II_1
183at6231	III	III	7288816.0	III	11110108.5	III_1	III_2
184at6231	II	II	8440820.0	II	10623564.0	II_2	II_2
185at6231	III	III	5480432.5	III	12778523.0	III_1	III_2
189at6231	X	X	16746419.5	X	9191780.5	X_3	X_2
190at6231	II	II	18317208.0	II	13630868.5	II_2	II_2
194at6231	IV	IV	10742770.5	IV	15258538.0	IV_2	IV_2
196at6231	III	III	8362047.5	III	15238072.0	III_1	III_2
197at6231	II	II	10124372.0	II	9896597.0	II_2	II_2
198at6231	II	II	440652.0	II	410228.5	II_1	II_1
201at6231	II	II	513088.5	II	6574874.5	II_1	II_1
204at6231	I	I	3176322.0	I	14101114.0	I_1	I_2
210at6231	III	III	8556517.0	III	15793135.5	III_2	III_2
211at6231	III	III	9520257.5	III	10475217.5	III_2	III_2
216at6231	I	I	9205080.5	I	7902502.0	I_2	I_1
217at6231	V	V	3215771.5	V	18517819.5	V_1	V_2
219at6231	II	II	12393028.0	II	3061010.5	II_2	II_1
223at6231	III	III	6913429.5	III	11558866.0	III_1	III_2
225at6231	II	II	13767732.5	II	11531753.5	II_2	II_2
229at6231	I	I	9791446.5	I	3571869.0	I_2	I_1
233at6231	IV	IV	11810563.0	IV	12272082.0	IV_2	IV_2
238at6231	I	I	929171.0	I	8422893.5	I_1	I_1
241at6231	I	I	6390435.5	I	13913259.5	I_1	I_2
243at6231	IV	IV	11225447.0	IV	13300777.0	IV_2	IV_2
252at6231	X	X	4034923.0	X	14915751.0	X_1	X_2
255at6231	III	III	7013580.0	III	11469708.5	III_1	III_2
256at6231	II	II	13224015.5	II	6980410.0	II_2	II_2
257at6231	V	V	4212523.0	V	9372580.0	V_1	V_2
265at6231	III	III	647422.5	III	18428588.5	III_1	III_2
267at6231	III	III	6748831.0	III	12827707.5	III_1	III_2
270at6231	V	V	3055647.5	V	18593406.5	V_1	V_2
277at6231	II	V	5262173.0	V	13990335.0	V_1	V_2
279at6231	III	III	7900549.5	III	14625099.5	III_1	III_2
286at6231	V	V	9627462.5	V	11313281.5	V_2	V_2
287at6231	V	V	15707744.5	V	9649394.5	V_2	V_2
288at6231	I	I	6273407.5	I	14397919.0	I_1	I_2
293at6231	III	III	6858758.5	III	13803326.5	III_1	III_2
294at6231	I	I	6791505.0	I	11166311.0	I_1	I_2
300at6231	III	III	2054074.0	III	17541759.5	III_1	III_2
301at6231	IV	IV	8805537.5	IV	8198527.0	IV_2	IV_1
302at6231	II	II	13453926.0	II	6793235.5	II_2	II_2
318at6231	I	I	10058064.0	I	4722544.5	I_2	I_1
321at6231	I	I	15371054.0	I	7617664.0	I_2	I_1
322at6231	X	X	13901529.0	X	7474162.0	X_3	X_1
323at6231	IV	IV	6587741.0	IV	17290390.0	IV_1	IV_3
327at6231	unassigned	I	5845403.0	I	14759904.0	I_1	I_2
334at6231	III	III	9358942.5	III	10283851.5	III_2	III_2
344at6231	V	IV	14519364.5	IV	8730977.0	IV_2	IV_1
345at6231	III	III	7120500.0	III	11718834.0	III_1	III_2
346at6231	I	I	7107976.5	I	11353559.0	I_1	I_2
347at6231	II	II	17641757.0	II	16163734.0	II_2	II_3
348at6231	IV	IV	5711774.0	IV	6887789.0	IV_1	IV_1
350at6231	IV	IV	18394347.0	IV	3411522.5	IV_2	IV_1
359at6231	I	I	7459965.5	I	7757392.5	I_1	I_1
364at6231	IV	IV	16894575.5	IV	571170.0	IV_2	IV_1
366at6231	I	I	7045657.0	I	11465737.0	I_1	I_2
369at6231	IV	IV	8873452.0	IV	9330686.5	IV_2	IV_1
373at6231	III	III	10690038.0	III	2896011.0	III_2	III_1
375at6231	X	X	13421217.5	X	7022524.5	X_3	X_1
378at6231	I	I	11665560.0	I	6321269.5	I_2	I_1
382at6231	II	II	8432284.0	II	10614119.5	II_2	II_2
384at6231	II	II	11410782.5	II	7441426.5	II_2	II_2
390at6231	II	II	8627164.0	II	623879.5	II_2	II_1
394at6231	X	X	14051542.0	X	7587001.0	X_3	X_1
402at6231	X	X	9134099.0	X	331817.5	X_2	X_1
403at6231	X	X	1902663.5	X	10660302.0	X_1	X_2
405at6231	II	II	14611415.0	II	12884441.0	II_2	II_2
411at6231	I	I	3063984.5	I	14016084.0	I_1	I_2
416at6231	V	V	8257377.5	V	16689385.0	V_1	V_2
420at6231	unassigned	V	16126098.0	V	9928152.0	V_2	V_2
421at6231	X	X	9199421.5	X	932666.5	X_2	X_1
422at6231	I	I	4577063.0	I	16068431.5	I_1	I_2
423at6231	III	III	4112517.5	III	6221224.0	III_1	III_1
425at6231	IV	IV	2466330.5	IV	9062486.5	IV_1	IV_1
428at6231	III	III	7560696.0	III	12103818.5	III_1	III_2
430at6231	I	I	6804972.0	I	11190971.0	I_1	I_2
432at6231	X	X	697363.5	X	9439082.5	X_1	X_2
435at6231	III	III	720818.0	III	18601635.0	III_1	III_2
436at6231	X	X	4496546.5	X	14584172.5	X_1	X_2
438at6231	X	X	14607033.5	X	7932789.0	X_3	X_1
439at6231	X	X	14123686.5	X	7433161.0	X_3	X_1
446at6231	II	II	14466798.5	II	12017042.0	II_2	II_2
450at6231	II	II	13170897.0	II	7040137.0	II_2	II_2
451at6231	III	III	6546076.5	III	13171040.5	III_1	III_2
452at6231	IV	IV	12552510.5	IV	13800722.0	IV_2	IV_2
455at6231	V	V	12914542.0	V	9227772.0	V_2	V_2
459at6231	IV	IV	9220484.5	IV	10517923.0	IV_2	IV_1
461at6231	III	III	7057133.5	III	11426068.0	III_1	III_2
462at6231	I	I	8664119.5	I	12318123.0	I_2	I_2
482at6231	V	V	13521402.5	V	7050390.5	V_2	V_1
487at6231	V	V	7291033.5	V	15645500.5	V_1	V_2
488at6231	I	I	8570680.0	I	12178043.0	I_2	I_2
489at6231	I	I	10155861.5	I	6996472.5	I_2	I_1
490at6231	V	V	7887133.0	V	221844.5	V_1	V_1
494at6231	II	II	15398080.0	II	13175480.0	II_2	II_2
495at6231	IV	IV	6484210.5	IV	9196706.5	IV_1	IV_1
499at6231	III	V	3689300.0	V	6244540.0	V_1	V_1
501at6231	II	II	11326469.0	II	7543668.5	II_2	II_2
503at6231	I	I	11828765.0	I	4234415.0	I_2	I_1
509at6231	I	I	2245448.0	I	13238940.0	I_1	I_2
514at6231	II	IV	14501383.5	IV	8749830.0	IV_2	IV_1
516at6231	III	X	2277754.5	X	11003687.5	X_1	X_2
518at6231	III	III	9982786.5	III	11922699.5	III_2	III_2
522at6231	I	I	3281575.5	I	14204325.0	I_1	I_2
523at6231	I	I	7255156.5	I	11902881.0	I_1	I_2
525at6231	II	II	10750111.5	II	8862296.5	II_2	II_2
527at6231	III	III	18482471.0	III	5568597.0	III_2	III_1
529at6231	III	III	3784316.5	III	314902.5	III_1	III_1
531at6231	I	I	5408775.5	I	17063433.0	I_1	I_2
532at6231	I	I	6120652.5	I	14526173.0	I_1	I_2
534at6231	II	II	11663395.0	II	10751965.5	II_2	II_2
536at6231	II	II	11375588.0	II	7482101.0	II_2	II_2
537at6231	II	II	7325919.5	II	8013016.0	II_2	II_2
539at6231	V	V	8868490.5	V	12249694.5	V_2	V_2
543at6231	I	I	2599492.5	I	13295251.5	I_1	I_2
544at6231	V	V	6252374.5	V	13220291.0	V_1	V_2
546at6231	IV	IV	8450781.0	IV	8223766.0	IV_2	IV_1
548at6231	II	I	17320962.5	I	1521214.0	I_2	I_1
551at6231	II	II	11431543.0	II	10175636.5	II_2	II_2
559at6231	III	III	8197717.0	III	13819805.0	III_1	III_2
562at6231	I	I	7251874.0	I	11909937.5	I_1	I_2
568at6231	X	X	867644.5	X	13862277.5	X_1	X_2
569at6231	V	V	9003059.0	V	11937862.0	V_2	V_2
570at6231	IV	IV	12583246.5	IV	13824236.5	IV_2	IV_2
572at6231	II	II	12010030.5	II	2486203.5	II_2	II_1
575at6231	X	X	14581967.5	X	7911147.0	X_3	X_1
581at6231	I	I	6311507.0	I	14342464.5	I_1	I_2
585at6231	II	II	11984712.5	II	2406856.0	II_2	II_1
